MW,LogP,TPSA,HBA,HBD,RotBonds,NumAromRings,FractionCSP3,NumRings,Name,TARGET,Index
406.3294391919999,3.982600000000004,66.38000000000001,6,1,25,0,1.0,0,PBHTS,26,21
450.3556539399999,3.999200000000003,75.61000000000001,7,1,28,0,1.0,0,DHRMA,4,22
538.4080834359999,4.032400000000004,94.07000000000002,9,1,34,0,1.0,0,YFUJQ,7,23
582.4342981839999,4.049000000000006,103.30000000000004,10,1,37,0,1.0,0,YCVGR,5,24
626.4605129319999,4.065600000000006,112.53000000000004,11,1,40,0,1.0,0,JPDDY,27,25
670.48672768,4.082200000000008,121.76000000000003,12,1,43,0,1.0,0,KIPAI,76,26
758.539157176,4.115400000000011,140.22000000000003,14,1,49,0,1.0,0,ZDLMU,63,27
1242.827519404,4.298000000000004,241.74999999999991,25,1,82,0,1.0,0,YXUTO,8,28
1991.273170119999,4.580200000000004,398.66000000000014,42,1,133,0,1.0,0,ZIVCM,43,29
1368.9319844719996,6.431200000000009,250.9799999999999,26,1,90,0,0.9705882352941176,0,HOMSY,57,30
477.2134230759999,0.8399000000000028,123.58,9,1,21,0,0.8,0,DPGWO,36,31
372.158253928,1.3637000000000006,84.89,6,0,16,0,0.75,0,GAGIF,44,32
718.357407228,0.9721000000000072,149.50000000000003,13,0,37,1,0.8181818181818182,1,XDUKW,3,33
718.357407228,0.9721000000000072,149.50000000000003,13,0,37,1,0.8181818181818182,1,XUDRP,89,34
372.158253928,1.3637000000000006,84.89,6,0,16,0,0.75,0,GTIRT,73,35
258.21949482,2.7445000000000017,49.69,3,2,13,0,1.0,1,SCUCI,17,36
538.4080834359999,4.032400000000004,94.07000000000002,9,1,34,0,1.0,0,VSSVW,60,37
378.298139064,3.202400000000002,66.38000000000001,6,1,23,0,1.0,0,GROKW,22,38
466.3505685599999,3.235600000000004,84.84000000000002,8,1,29,0,1.0,0,MVYDQ,98,39
290.245709568,3.0235000000000016,47.92,4,1,15,0,1.0,0,UDWYU,97,40
422.3243538119999,3.073300000000002,75.61000000000001,7,1,24,0,1.0,0,GWHFU,52,41
524.3924333719998,4.191800000000004,94.07000000000002,9,1,31,0,1.0,0,HMSOX,47,42
612.4448628679999,4.225000000000007,112.53000000000004,11,1,37,0,1.0,0,APAWW,60,43
656.4710776159999,4.241600000000008,121.76000000000003,12,1,40,0,1.0,0,XTCVA,20,44
876.602151356,4.3246000000000135,167.91,17,1,55,0,1.0,0,XMIGP,95,45
1583.0008518799996,4.826899999999987,324.82,34,1,103,0,1.0,0,TITOR,52,46
420.3450892559999,4.227000000000005,66.38000000000001,6,1,24,0,1.0,0,HUXBS,92,47
480.3662186239998,4.175200000000004,84.84000000000002,8,1,28,0,1.0,0,GUSPM,94,48
568.4186481199998,4.208400000000006,103.30000000000004,10,1,34,0,1.0,0,RTUZF,64,49
744.523507112,4.274800000000009,140.22000000000003,14,1,46,0,1.0,0,GHCML,37,50
2023.2629993599987,4.992899999999998,417.1200000000002,44,1,133,0,1.0,0,COTFF,89,51
1122.7852606680003,5.79200000000002,204.83,21,1,74,0,1.0,0,STITG,21,52
1342.9163344079998,5.875000000000005,250.9799999999999,26,1,89,0,1.0,0,HDMEE,86,53
388.3301078879999,2.716800000000001,82.03,5,3,21,0,0.9523809523809524,0,SJCZT,15,54
396.27231824,1.975500000000001,84.84000000000002,8,1,21,0,1.0,0,JVXHR,57,55
714.512942428,4.09720000000001,130.99000000000004,13,1,45,0,1.0,0,QMNJO,96,56
846.5915866720001,4.147000000000013,158.68,16,1,54,0,1.0,0,CRHTM,44,57
582.4342981839999,4.047400000000006,103.30000000000004,10,1,36,0,1.0,0,AHBYN,79,58
1297.6736752179995,2.8680000000000185,282.4,22,5,62,4,0.6307692307692307,4,QQBIP,78,59
1228.5713137179998,3.1513000000000218,217.26999999999995,19,1,59,4,0.6129032258064516,4,NCSYC,51,60
502.2906843339999,3.191900000000003,122.14,8,2,27,0,1.0,0,LRWQN,37,61
400.3301078879999,3.663500000000003,63.52000000000001,6,1,21,0,0.9545454545454546,1,FPWKM,47,62
540.2465659819999,2.1791000000000014,117.54000000000002,9,0,28,0,1.0,0,YSVLY,19,63
544.3376345259998,4.362200000000005,122.14,8,2,30,0,1.0,0,HLVSH,57,64
1201.585515312,7.678600000000021,250.61,20,1,56,4,0.5161290322580645,4,HQQSO,67,65
544.3376345259998,4.362200000000005,122.14,8,2,30,0,1.0,0,IUTBN,77,66
2375.6335155159986,11.07420000000004,448.35000000000025,45,3,129,0,1.0,0,XMQMX,38,67
444.215768804,3.694200000000003,95.97,7,0,17,0,0.9,0,YRZWC,91,68
444.215768804,3.694200000000003,95.97,7,0,17,0,0.9,0,SRQMZ,31,69
508.3975187519999,4.405900000000004,84.84000000000002,8,1,32,0,1.0,0,GYUAO,62,70
596.4499482479998,4.439100000000007,103.30000000000004,10,1,38,0,1.0,0,PYDIO,51,71
1935.3713680359997,11.173799999999977,345.05,35,2,100,0,1.0,0,MIPWT,26,72
7086.760089895987,30.248000000000147,1284.7400000000018,138,1,413,0,1.0,0,PMMBF,23,73
3822.560808532003,15.604700000000149,703.2500000000007,75,1,224,0,1.0,0,XNKBA,86,74
2109.184749039998,6.765499999999976,519.0400000000003,43,1,92,0,0.8725490196078431,0,ZJGTS,65,75
7708.643760055988,101.68630000000098,999.0200000000006,50,30,249,48,0.3956262425447316,48,MIPCW,13,76
460.3036183679999,1.3690000000000015,95.84000000000002,8,2,20,0,1.0,3,YJCSA,45,77
538.4080834359999,4.032400000000004,94.07000000000002,9,1,34,0,1.0,0,HBVHR,77,78
795.60717716,5.4765000000000095,136.00000000000003,13,2,50,0,0.9523809523809524,0,LASMA,50,79
845.6075710840001,3.409700000000012,163.69,16,2,54,0,1.0,0,GTIXM,40,80
707.5547476639999,5.443300000000009,117.54000000000002,11,2,44,0,0.9473684210526316,0,EELKL,53,81
487.4236739239999,5.360300000000007,71.39000000000001,6,2,29,0,0.9285714285714286,0,YWPRQ,81,82
619.5023181679999,5.410100000000007,99.08,9,2,38,0,0.9411764705882352,0,OFPCF,70,83
795.60717716,5.4765000000000095,136.00000000000003,13,2,50,0,0.9523809523809524,0,UAUNG,43,84
927.685821404,5.526300000000014,163.69,16,2,59,0,0.9583333333333334,0,QZQAZ,53,85
1147.8168951440002,5.60930000000002,209.83999999999995,21,2,74,0,0.9655172413793104,0,RLCCS,62,86
396.2875743799999,4.400600000000004,57.150000000000006,5,1,20,1,0.7391304347826086,1,XDYAZ,40,87
660.4448628679999,4.500200000000006,112.53000000000004,11,1,38,1,0.8285714285714286,1,GQCCK,51,88
748.4972923639999,4.533400000000007,130.99000000000004,13,1,44,1,0.8461538461538461,1,TBIJG,81,89
660.4448628679999,4.500200000000008,112.53000000000004,11,1,38,1,0.8285714285714286,1,BVBGE,39,90
660.4448628679999,4.500200000000006,112.53000000000004,11,1,38,1,0.8285714285714286,1,AEFVS,5,91
748.4972923639999,4.533400000000007,130.99000000000004,13,1,44,1,0.8461538461538461,1,EMBIR,11,92
792.523507112,4.550000000000009,140.22000000000003,14,1,47,1,0.8536585365853658,1,BFNKY,68,93
924.602151356,4.599800000000013,167.91,17,1,56,1,0.8723404255319149,1,LGEVJ,17,94
1100.7070103480005,4.666200000000018,204.83,21,1,68,1,0.8909090909090909,1,QHHYG,95,95
1232.785654592,4.7160000000000135,232.51999999999992,24,1,77,1,0.9016393442622952,1,CDTKA,3,96
1540.9691578279994,4.832199999999992,297.12999999999994,31,1,98,1,0.92,1,DTVEF,58,97
1540.9691578279994,4.832199999999992,297.12999999999994,31,1,98,1,0.92,1,ZYOKM,47,98
1981.2313053079984,4.9981999999999855,389.4300000000001,41,1,128,1,0.936842105263158,1,RDKPC,50,99
4622.804190188005,5.994200000000133,943.2300000000012,101,1,308,1,0.972093023255814,1,GYTIO,22,100
1540.9691578279994,4.832199999999992,297.12999999999994,31,1,98,1,0.92,1,EEXBX,2,101
660.4448628679999,4.500200000000006,112.53000000000004,11,1,38,1,0.8285714285714286,1,JAMYP,0,102
1060.575936608,7.801300000000018,158.68,16,1,51,4,0.5,4,JBUES,87,103
378.298139064,3.0583000000000022,66.38000000000001,6,1,22,0,1.0,0,CPJRW,56,104
5355.561266488,20.781300000000147,989.3800000000012,106,1,317,0,1.0,0,VQERL,75,105
