MW,LogP,TPSA,HBA,HBD,RotBonds,NumAromRings,FractionCSP3,NumRings,Name,TARGET,Index
378.298139064,3.202400000000002,66.38000000000001,6,1,23,0,1.0,0,IPZZH,81,38
466.3505685599999,3.235600000000004,84.84000000000002,8,1,29,0,1.0,0,KUXTH,63,39
290.245709568,3.0235000000000016,47.92,4,1,15,0,1.0,0,AQKOA,10,40
422.3243538119999,3.073300000000002,75.61000000000001,7,1,24,0,1.0,0,YKNAJ,21,41
524.3924333719998,4.191800000000004,94.07000000000002,9,1,31,0,1.0,0,YKPPS,62,42
612.4448628679999,4.225000000000007,112.53000000000004,11,1,37,0,1.0,0,ZAESY,62,43
656.4710776159999,4.241600000000008,121.76000000000003,12,1,40,0,1.0,0,EAZOX,67,44
876.602151356,4.3246000000000135,167.91,17,1,55,0,1.0,0,HOITW,26,45
1583.0008518799996,4.826899999999987,324.82,34,1,103,0,1.0,0,PYJSN,42,46
420.3450892559999,4.227000000000005,66.38000000000001,6,1,24,0,1.0,0,DPJIH,96,47
480.3662186239998,4.175200000000004,84.84000000000002,8,1,28,0,1.0,0,WQRZH,35,48
568.4186481199998,4.208400000000006,103.30000000000004,10,1,34,0,1.0,0,METMJ,37,49
744.523507112,4.274800000000009,140.22000000000003,14,1,46,0,1.0,0,SGEMO,30,50
2023.2629993599987,4.992899999999998,417.1200000000002,44,1,133,0,1.0,0,DYBPY,82,51
1122.7852606680003,5.79200000000002,204.83,21,1,74,0,1.0,0,LLMKY,62,52
1342.9163344079998,5.875000000000005,250.9799999999999,26,1,89,0,1.0,0,CNRUC,4,53
388.3301078879999,2.716800000000001,82.03,5,3,21,0,0.9523809523809524,0,KVPDV,27,54
396.27231824,1.975500000000001,84.84000000000002,8,1,21,0,1.0,0,JDZQK,31,55
714.512942428,4.09720000000001,130.99000000000004,13,1,45,0,1.0,0,ZQPCV,34,56
846.5915866720001,4.147000000000013,158.68,16,1,54,0,1.0,0,OSWBW,19,57
582.4342981839999,4.047400000000006,103.30000000000004,10,1,36,0,1.0,0,ZPOEA,39,58
1297.6736752179995,2.8680000000000185,282.4,22,5,62,4,0.6307692307692307,4,TEVAW,59,59
1228.5713137179998,3.1513000000000218,217.26999999999995,19,1,59,4,0.6129032258064516,4,JQTBB,83,60
502.2906843339999,3.191900000000003,122.14,8,2,27,0,1.0,0,HUIHL,44,61
400.3301078879999,3.663500000000003,63.52000000000001,6,1,21,0,0.9545454545454546,1,JONRO,37,62
540.2465659819999,2.1791000000000014,117.54000000000002,9,0,28,0,1.0,0,OMMTY,68,63
544.3376345259998,4.362200000000005,122.14,8,2,30,0,1.0,0,QBDPJ,48,64
1201.585515312,7.678600000000021,250.61,20,1,56,4,0.5161290322580645,4,NXGAB,14,65
544.3376345259998,4.362200000000005,122.14,8,2,30,0,1.0,0,VFBDK,39,66
2375.6335155159986,11.07420000000004,448.35000000000025,45,3,129,0,1.0,0,JMDFD,50,67
444.215768804,3.694200000000003,95.97,7,0,17,0,0.9,0,JHKVF,89,68
444.215768804,3.694200000000003,95.97,7,0,17,0,0.9,0,WHBSD,66,69
508.3975187519999,4.405900000000004,84.84000000000002,8,1,32,0,1.0,0,EFVRQ,51,70
596.4499482479998,4.439100000000007,103.30000000000004,10,1,38,0,1.0,0,XAJRE,82,71
1935.3713680359997,11.173799999999977,345.05,35,2,100,0,1.0,0,BBRZS,52,72
7086.760089895987,30.248000000000147,1284.7400000000018,138,1,413,0,1.0,0,XQUMZ,81,73
3822.560808532003,15.604700000000149,703.2500000000007,75,1,224,0,1.0,0,ZOZNY,63,74
2109.184749039998,6.765499999999976,519.0400000000003,43,1,92,0,0.8725490196078431,0,RMLYP,70,75
7708.643760055988,101.68630000000098,999.0200000000006,50,30,249,48,0.3956262425447316,48,WSOCS,11,76
460.3036183679999,1.3690000000000015,95.84000000000002,8,2,20,0,1.0,3,RAZRM,99,77
538.4080834359999,4.032400000000004,94.07000000000002,9,1,34,0,1.0,0,RTHMM,22,78
795.60717716,5.4765000000000095,136.00000000000003,13,2,50,0,0.9523809523809524,0,KLHAJ,51,79
845.6075710840001,3.409700000000012,163.69,16,2,54,0,1.0,0,LLQUB,51,80
707.5547476639999,5.443300000000009,117.54000000000002,11,2,44,0,0.9473684210526316,0,PUJAJ,87,81
487.4236739239999,5.360300000000007,71.39000000000001,6,2,29,0,0.9285714285714286,0,LUNHF,20,82
619.5023181679999,5.410100000000007,99.08,9,2,38,0,0.9411764705882352,0,KOVSY,97,83
795.60717716,5.4765000000000095,136.00000000000003,13,2,50,0,0.9523809523809524,0,SJYQL,35,84
927.685821404,5.526300000000014,163.69,16,2,59,0,0.9583333333333334,0,QOTKC,38,85
1147.8168951440002,5.60930000000002,209.83999999999995,21,2,74,0,0.9655172413793104,0,AJSJB,85,86
396.2875743799999,4.400600000000004,57.150000000000006,5,1,20,1,0.7391304347826086,1,GIRIR,60,87
660.4448628679999,4.500200000000006,112.53000000000004,11,1,38,1,0.8285714285714286,1,FPARJ,78,88
748.4972923639999,4.533400000000007,130.99000000000004,13,1,44,1,0.8461538461538461,1,ZGUIT,26,89
660.4448628679999,4.500200000000008,112.53000000000004,11,1,38,1,0.8285714285714286,1,KCEEW,6,90
660.4448628679999,4.500200000000006,112.53000000000004,11,1,38,1,0.8285714285714286,1,ZNFZM,14,91
748.4972923639999,4.533400000000007,130.99000000000004,13,1,44,1,0.8461538461538461,1,BFFGF,30,92
792.523507112,4.550000000000009,140.22000000000003,14,1,47,1,0.8536585365853658,1,RPVFO,12,93
924.602151356,4.599800000000013,167.91,17,1,56,1,0.8723404255319149,1,TWPNT,6,94
1100.7070103480005,4.666200000000018,204.83,21,1,68,1,0.8909090909090909,1,KVOZW,73,95
1232.785654592,4.7160000000000135,232.51999999999992,24,1,77,1,0.9016393442622952,1,SPWHI,80,96
1540.9691578279994,4.832199999999992,297.12999999999994,31,1,98,1,0.92,1,HZWLO,16,97
1540.9691578279994,4.832199999999992,297.12999999999994,31,1,98,1,0.92,1,SIGPE,59,98
1981.2313053079984,4.9981999999999855,389.4300000000001,41,1,128,1,0.936842105263158,1,HZAYK,44,99
4622.804190188005,5.994200000000133,943.2300000000012,101,1,308,1,0.972093023255814,1,CJLSF,45,100
1540.9691578279994,4.832199999999992,297.12999999999994,31,1,98,1,0.92,1,KQPHR,29,101
660.4448628679999,4.500200000000006,112.53000000000004,11,1,38,1,0.8285714285714286,1,SQSCJ,52,102
1060.575936608,7.801300000000018,158.68,16,1,51,4,0.5,4,TMJSE,99,103
378.298139064,3.0583000000000022,66.38000000000001,6,1,22,0,1.0,0,ZZOTC,92,104
5355.561266488,20.781300000000147,989.3800000000012,106,1,317,0,1.0,0,CLAPR,60,105
